language_code,text_reviews_count,average_rating,description,authors,publication_year,book_id,ratings_count,work_id,title,title_without_series,isbn,isbn13,image_url
eng,26,3.63,Eddie is looking for a friend - a friend who likes adventure. Then Eddie meets Dog and Dog wants an adventure too. So Eddie takes Dog home and the pair have a lot of fun until Eddie's mum decides that Dog can't stay as Dog needs a garden. Will Dog stay away for long? This wonderful story with stunning artwork celebrates the excitement of a beautiful friendship. The perfect picture book for any child who loves a little adventure and especially for one who loves dogs.,"[{'author_id': '250682', 'role': ''}]",2013.0,18212600,75,25635467,Eddie and Dog,Eddie and Dog,184895655X,9781848956551,https://images.gr-assets.com/books/1374090636m/18212600.jpg
eng,11,4.29,"Where the Sidewalk Ends turns forty! Celebrate with this anniversary edition that features an eye-catching commemorative red sticker. This classic poetry collection, which is both outrageously funny and profound, has been the most beloved of Shel Silverstein's poetry books for generations.
Where the sidewalk ends, Shel Silverstein's world begins. There you'll meet a boy who turns into a TV set and a girl who eats a whale. The Unicorn and the Bloath live there, and so does Sarah Cynthia Sylvia Stout who will not take the garbage out. It is a place where you wash your shadow and plant diamond gardens, a place where shoes fly, sisters are auctioned off, and crocodiles go to the dentist.
Shel Silverstein's masterful collection of poems and drawings is one of Parent & Child magazine's 100 Greatest Books for Kids. School Library Journal said, ""Silverstein has an excellent sense of rhythm and rhyme and a good ear for alliteration and assonance that make these poems a pleasure to read aloud.""
Shel Silverstein's incomparable career as a children's book author and illustrator began with Lafcadio, the Lion Who Shot Back. In 1964, Shel's creativity continued to flourish as four more books were published in the same year--Don't Bump the Glump!, A Giraffe and a Half, Who Wants a Cheap Rhinoceros?, and the beloved classic The Giving Tree. Later he continued to build his remarkable body of work with Where the Sidewalk Ends, A Light in the Attic, Falling Up, Every Thing On It, The Missing Piece, The Missing Piece Meets the Big O, and Runny Babbit.","[{'author_id': '435477', 'role': ''}]",,20322241,107,30518,Where the Sidewalk Ends,Where the Sidewalk Ends,,,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
eng,7,4.29,"<h1 style=""text-align: center; color: #911f4c;"">Want to Help Your Kids Win Friends?</h1><div style=""text-align: center;""><img src=""//bit.ly/17QBkMg"" alt=""Terry Treetop Animation"" width=""379"" height=""133""></div><div style=""text-align: center;""><strong>#1 Best seller in Children's Action & Adventure Books !</strong></div><div style=""text-align: center;""><strong>(Animal Habitats & Environment children's books collection)</strong></div><p>&nbsp;</p><center>This is a wonderful book about a boy named Terry, but everybody calls him Terry Treetop because he loves climbing trees.</center><center>Terry was alone, so he went on a journey to find new friends to invite to his new tree house.</center><center>He almost gives up when a new opportunity comes his way.</center><p>&nbsp;</p><center><em style=""text-align: center; font-size: 13px; color: #008000;""> <strong>Will Terry use this opportunity to find new friends? </strong> </em></center><p>&nbsp;</p><center>This <strong>beginner readers</strong> eBook series will motivate and inspire your kids to be active about the things they want to achieve in life and not give up on their quest for love and happiness.</center><center>Your kids will enjoy <strong>full-color illustrations</strong> of Terry and the <strong>farm animals</strong> he meets.</center><p><br> </p><center><strong style=""text-align: center; font-size: 12pt; color: #ff0000;"">**Get your FREE GIFT educational card game **</strong></center><p>&nbsp;</p><center><h2 style=""font-size: 13px;""><strong style=""text-align: center; color: #008000; font-size: 10pt;"">Your kids will be inspired to:</strong></h2></center><center>Be self-motivated</center><center>Persist and not give up</center><center>Win new friends</center><p>&nbsp;</p><center><strong style=""text-align: center; font-size: 13px; font-style: italic; color: #911f4c;"">Terry Treetop Finds New Friends</strong> is a sweet children's book written especially for you and your age 2- 6 children</center><center>with simple text and 16 <strong> colorful illustrations.</strong></center><center>The story is suitable as a read aloud book for preschoolers or a self-read book for<strong> beginner readers</strong> children.</center><p>&nbsp;</p><center><h2><font color=""#ff6600""> **Amazon Prime Members - borrow your copy FREE** </font></h2></center><p>&nbsp;</p><h3 style=""text-align: center;"">Other books of Terry Treetop Series:</h3><p>&","[{'author_id': '7153266', 'role': ''}]",,18928865,108,25480862,Terry Treetop Finds New Friends,Terry Treetop Finds New Friends,,,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
eng,2,3.2,,"[{'author_id': '647411', 'role': ''}]",1992.0,22731793,5,42268418,"The Ugly Duckling (A Good Night, Sleep Tight Storybook)","The Ugly Duckling (A Good Night, Sleep Tight Storybook)",,,https://images.gr-assets.com/books/1405500087m/22731793.jpg
eng,1,5.0,"This is a carry-along board book collection of 12 tiny board books. The carry case has a magnet closure and a plastic handle. The books feature favorite Disney characters and encourage early-learning concepts. Featured Disney Stories are:
- Aladdin
- 101 Dalmatians
- Dumbo
- The Aristocats
- The Lion King
- Bambi
- Peter Pan
- The Jungle Book
- Alice in Wonderland
- Lady and the Tramp
- Lilo and Stitch
- Pinocchio","[{'author_id': '4564923', 'role': ''}]",,20508759,3,35261619,Bedtime Stories: 12 Board Book Block (Disney: Book Block),Bedtime Stories: 12 Board Book Block (Disney: Book Block),1450822894,9781450822893,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
eng,99,3.55,"A simply told, deeply riveting and perceptive debut novel that strikes a universal chord by exploring what it's like to be a 10 year-old who doesn't feel ready to grow up and leave childhood behind.
Maggie is worried.
She's starting middle school, and she suddenly sees injustice and danger everywhere--in her history textbook, on the playground, in her neighborhood, on the news. How can anyone be safe when there's a murderer on the loose, a bully about to get a gun for his twelfth birthday, rabbits being held captive for who-knows-what next door, and an older sister being mysteriously consumed by adolescence? Maggie doesn't like any of it, so she devises intricate ways of controlling her own world--and a larger, more dangerous plan for protecting everyone else.
Here is a simply told, deeply felt, and perceptive novel about learning to let go of what you cannot control, from an exciting new talent.","[{'author_id': '2565048', 'role': ''}]",2016.0,26875633,294,46920561,The Best Worst Thing,The Best Worst Thing,0316257818,9780316257817,https://images.gr-assets.com/books/1457129739m/26875633.jpg
eng,14,4.38,"Far more than a pop-up alphabet, this unusual book combines the magic of Christmas with what can only be called paper sculptures. Letter by letter, each image unfurls to reveal one of twenty-six seasonal surprises.","[{'author_id': '14765007', 'role': ''}]",2001.0,3109902,64,983719,The Christmas Alphabet,The Christmas Alphabet,0531068579,9780531068571,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
eng,62,3.94,"Shrekmeets Wimpy Kid in this epically funny tale of a troll trying to figure out how to be more popular
It's not easy being Zarf. As a troll, he's stuck at the bottom of the middle school hierarchy, way below
the prince and knights (populars), ogres and giants (jocks), and even the lowly minstrels (band geeks). Plus, trolls aren't exactly known for their brain power or cool demeanor. But it gets worse. When the king disappears and Zarf's archenemy, the prince, ascends the throne, he makes Zarf's life even moremiserable. And so it is that Zarf and his two sidekicks (a neurotic, mutton-obsessed pig and the not-funny son of the court jester) set out to find the missing king as well as their way to middle school heroism. (Okay, the heroism part might be wishful thinking.)
The first book in this brilliant new illustrated series from comics creator Rob Harrell has the perfect mix of real world and fairy tale.","[{'author_id': '137415', 'role': ''}]",2014.0,20821235,188,27685688,Life of Zarf: The Trouble with Weasels,Life of Zarf: The Trouble with Weasels,0803741030,9780803741034,https://images.gr-assets.com/books/1393223087m/20821235.jpg
eng,36,3.98,"No one knows Fancy like Nancy . . .
. . . and no one knows Halloween like Nancy!","[{'author_id': '94085', 'role': ''}, {'author_id': '211777', 'role': 'Illustrator'}, {'author_id': '730253', 'role': 'Illustrator'}]",2009.0,5301375,406,5368812,Fancy Nancy Halloween... or Bust!,Fancy Nancy Halloween... or Bust!,0061235954,9780061235955,https://images.gr-assets.com/books/1376473681m/5301375.jpg
eng,3,3.75,"Arabella Anastasiawants to be famous.
Will she be...
a famous painter?
a famous actress?
a famous twirling, 
whirling ballerina?
Or will she be famous in her own indescribable way?","[{'author_id': '9802491', 'role': ''}]",2003.0,1578316,12,1571092,Indescribably Arabella,Indescribably Arabella,0689853211,9780689853210,https://images.gr-assets.com/books/1340080051m/1578316.jpg
eng,23,3.78,"The bestselling author of The Rainbow Fishand The Christmas Starreturns with a new picture about Dazzle, a dinosaur with a beautiful glittering spine.
When Dazzle and his friend, Maia the Maiasaurus, set out on an adventure, they meet a terrible Dragonsaurus! Will Dazzle's shining spines save the day?","[{'author_id': '7518', 'role': ''}]",2000.0,1125398,143,1112512,Dazzle the Dinosaur,Dazzle the Dinosaur,0735813701,9780735813700,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
en-US,3,4.08,"A collection of adventures from Jack and Annie! This volume includes:
Dinosaurs Before Dark
This time, Jack and Annie travel back 65 million years to a land filled with volcanoes, dinosaurs, and danger!
The Knight at Dawn
Jack and Annie travel back in time to medieval England for an adventure inside a storybook castle, from feasting hall to dreadful dungeon.
Mummies in the Morning
Jack and Annie find themselves whisked away to ancient Egypt, where they come face to face with a dead queen--and her 1,000-year-old mummy!
Pirates Past Noon
Jack and Annie are in deep trouble when the Magic Tree House whisks them back to the days of desert islands, secret maps, hidden gold--and ruthless pirates! Will Jack and Annie discover a buried treasure? Will they find out the identity of the mysterious M? Or will they walk the plank?","[{'author_id': '578', 'role': ''}]",2006.0,488314,8,114873,Magic Tree House: #1-4 [Collection Volume 1],Magic Tree House: #1-4 [Collection Volume 1],0307284174,9780307284174,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
eng,27,4.21,"In their own unique style, the d'Aulaires have created a wonderful picture book including stories, anecdotes, and histories about those strange, long-ago inhabitanats of the wild Norwegian mountains --the trolls.","[{'author_id': '13561098', 'role': ''}, {'author_id': '13875', 'role': ''}]",,100479,337,96878,D'Aulaires' Book of Trolls,D'Aulaires' Book of Trolls,1590172175,9781590172179,https://images.gr-assets.com/books/1320497084m/100479.jpg
eng,2,3.83,Come along and learn your ABC's with friends. Each friend has a new letter to learn. When your finished start all over and count the number of letters in bold with each friend.,"[{'author_id': '7373532', 'role': ''}]",2013.0,18751729,6,26639632,Learning ABCs With Friends,Learning ABCs With Friends,,,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
en-US,56,3.63,"In a singular first children's book, Pulitzer Prize-winning poet Ted Kooser follows a plastic bag on its capricious journey from a landfill into a series of townspeople's lives.
One cold morning in early spring, a bulldozer pushes a pile of garbage around a landfill and uncovers an empty plastic bag -- a perfectly good bag, the color of the skin of a yellow onion, with two holes for handles -- that someone has thrown away. Just then, a puff of wind lifts the rolling, flapping bag over a chain-link fence and into the lives of several townsfolk -- a can-collecting girl, a homeless man, a store owner -- not that all of them notice. Renowned poet Ted Kooser fashions an understated yet compassionate world full of happenstance and connection, neglect and care, all perfectly expressed in Barry Root's tender illustrations. True to the book's earth-friendly spirit, it is printed on paper containing 100 percent recycled post-consumer waste and includes an author's note on recycling plastic bags.","[{'author_id': '139984', 'role': ''}, {'author_id': '50671', 'role': ''}]",,7350648,197,9112534,Bag in the Wind,Bag in the Wind,0763630012,9780763630010,https://images.gr-assets.com/books/1320531457m/7350648.jpg
en-US,13,4.32,"The third Big Nate novel in the New York Timesbestselling series by Lincoln Peirce is here! And Big Nate is on a roll!
Nate's a big deal in his scout troop . . . until Artur--aka Mr. Perfect--joins. Now Nate's stuck in second place. And Artur means business. Will Nate take the grand prize? Or wipe out, big time?
This hilarious third novel in the Big Nate series includes a sneak peek to the fourth Big Nate novel, Big Nate Goes for Broke.
Big Nate On A Rollwas a 2012 YALSA Quick Pick for Reluctant Young Adult Readers and a Junior Library Guild selection!
Diary of a Wimpy Kidauthor Jeff Kinney says, ""Big Nate is funny, big time!""","[{'author_id': '815278', 'role': ''}]",2011.0,9529501,108,14415584,Big Nate on a Roll,Big Nate on a Roll,0061944386,9780061944383,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
eng,672,3.99,"In this much-loved children's classic first published in 1906, the comfortable lives of three well-mannered siblings are greatly altered when, one evening, two men arrive at the house and take their father away. With the family's fortunes considerably reduced in his absence, the children and their mother are forced to live in a simple country cottage near a railway station. There the young trio -- Roberta, Peter, and young Phyllis -- befriend the porter and station master.
The youngsters' days are filled with adventure and excitement, including their successful attempt to avert a horrible train disaster; but the mysterious disappearance of their father continues to haunt them.
The solution to that painful puzzle and many other details and events of the children's lives come to vivid life in this perennial favorite, a story that has captivated generations of readers and, more recently, delighted television and movie audiences. In this inexpensive, unabridged edition, it will charm a whole new audience of young readers with its warmth and appeal.","[{'author_id': '7935185', 'role': ''}]",2000.0,164531,36573,2880113,The Railway Children,The Railway Children,0486410226,9780486410227,https://images.gr-assets.com/books/1328865877m/164531.jpg
eng,19,3.57,,"[{'author_id': '7308', 'role': ''}]",1989.0,91394,173,1396530,Dawn of Fear,Dawn of Fear,0689713274,9780689713279,https://images.gr-assets.com/books/1448652156m/91394.jpg
en-US,260,3.94,"The girl in this book grows chocolate rabbits, tomatoes as big as beach balls, flowers that change color, and seashells in her garden.
How does your garden grow?","[{'author_id': '193', 'role': ''}]",2010.0,7149888,2409,7415051,My Garden,My Garden,0061715174,9780061715174,https://images.gr-assets.com/books/1268853281m/7149888.jpg
eng,2,4.19,"At 13 going on assertive 14, Mayil is now on her second diary after Mayil Will Not Be Quiet. ""Teen queen,"" says Ma. ""Terrible teens,"" says Pa. And yes, Mayil is perceptibly older, and wiser to a lot more things that make up teens. We see her as one of the Fake-inas Friend-ing a ""cute"" senior on Facebook, as a superpowered Liyam Lonewolf, a Cinderella tripping over her ghagra at Pumpkin VS's party... and of course, as a further evolved Mayilwriter who wouldn't mind rapping too, like the cool Kumari Misstake.
But some things don't change. As spirited now as when we saw her last, Mayil continues to pour her many thoughts out in this sequel as honestly, hilariously, thinkingly and touchingly as ever -- on everything from sexual harassment, to caste distinctions (even in the Harry Potters!), to Saroja Paati in sleeveless and lipstick. This is another exceptional book from two talented young writers.","[{'author_id': '2881436', 'role': ''}, {'author_id': '2881437', 'role': ''}]",2013.0,20645659,21,39938415,Mostly Madly Mayil,Mostly Madly Mayil,,9788181464816,https://images.gr-assets.com/books/1390897382m/20645659.jpg
eng,4,4.21,A clever princess saves her royal husband in this heroic Armenian tale.,"[{'author_id': '91933', 'role': ''}, {'author_id': '322976', 'role': 'Illustrator'}]",1998.0,1519623,24,1511421,The Golden Bracelet,The Golden Bracelet,0823413624,9780823413621,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
en-GB,9,4.2,"Take one puppy born without the ability to bark;
Add one veterinarian who believes that dogs could talk like parrots, given the right surgery;
Throw in a scientist who works for a company specialising in growing genetically-modified tissue;
What you get is a dog with a unique ability and an attitude problem. You also get a confused family, offended neighbours and some very scared cats.","[{'author_id': '6695977', 'role': ''}]",2012.0,17156929,28,23579326,Mo - The Talking Dog,Mo - The Talking Dog,,,https://images.gr-assets.com/books/1356145174m/17156929.jpg
eng,10,4.19,"Sara is brought to Miss Minchin's Select Seminary for Young Ladies by her father, Captain Crewe, because the climate in India doesn't agree with children. This is the story of her time at Miss Minchin's. (Summary by Karen Savage)","[{'author_id': '2041', 'role': ''}, {'author_id': '429081', 'role': 'Narrator'}]",2007.0,13087620,36,1313599,A Little Princess (Librivox Audiobook),A Little Princess (Librivox Audiobook),,,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
en-US,3,3.37,"Barfburger Baby isn't the only name Jonathon has for his new baby brother, Daniel. Sure, he spits up all the time, but Gasburger Baby and Snotburger Baby also fit him - for obvious reasons.
And today all the relatives are coming over to meet the baby. They make silly faces and coo at Daniel. Jonathon just doesn't get it. Why does everyone make such a big deal out of the baby? And why do they still insist on calling him his baby nickname - Jonathon Pookie Bear? He doesn't even play with Pookie Bear anymore. But he does know just where to find him, and he figures out the perfect way to pass his nickname on so he can be just Jonathon.
For the first time, Paula Danzigershares her unparalleled pitch-perfect view of childhood in a picture book, and G. Brian Karasmarvelously captures the emotions and family dynamics so that kids and parents will cringe and grin in recognition.","[{'author_id': '3622', 'role': ''}, {'author_id': '167891', 'role': 'Illustrator'}]",2004.0,378080,10,367915,"Barfburger Baby, I Was Here First","Barfburger Baby, I Was Here First",0399232044,9780399232046,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
eng,1,4.02,": The Derwoods and Scruggs have been invited to visit Uncle Bill in New England. With Annette along, Jack can see trouble ahead, and trouble there certainly is, but not just from Annette. When the group from Peabody is stranded in the mountains of New England, they decide to pray together, and they look to the Lord for wisdom and strength. Scruggs emerges as their leader, inspiring them to be as courageous as a band of ancient Vikings. Pursued by an unknown enemy, they struggle together through the wilderness. For ages 9 to 12.","[{'author_id': '344383', 'role': ''}]",1989.0,31448180,2,1952616,Abandoned,Abandoned,,,https://images.gr-assets.com/books/1471227036m/31448180.jpg
eng,25,4.27,,"[{'author_id': '152889', 'role': ''}, {'author_id': '101904', 'role': 'Illustrator'}]",2010.0,9712969,220,14601490,A Porcupine in a Pine Tree: A Canadian 12 Days of Christmas,A Porcupine in a Pine Tree: A Canadian 12 Days of Christmas,054598663X,9780545986632,https://images.gr-assets.com/books/1334259873m/9712969.jpg
en-US,15,4.2,"The Best School Year Ever
That's the kind of junior year Betsy Ray has planned for herself. And when her childhood friend Tib Muller moves back to Deep Valley, Betsy's sure her perfect year is off to a grand start. With charming, funny Tib around, Crowd doings are more fun than ever--especially after Betsy starts Okto Delta, the first-ever sorority at Deep Valley High.
But soon Betsy's luck takes a bad turn. The Crowd is getting into trouble at school, and Betsy isn't given a chance to compete in the annual Essay Contest. Could Betsy's best school year turn out to be her worst?","[{'author_id': '5306', 'role': ''}, {'author_id': '2830639', 'role': 'Illustrator'}]",1947.0,477899,90,10923,"Betsy Was a Junior: A Betsy-Tacy High School Story (Betsy-Tacy, #7)","Betsy Was a Junior: A Betsy-Tacy High School Story (Betsy-Tacy, #7)",0690139462,9780690139464,https://images.gr-assets.com/books/1387904766m/477899.jpg
en-US,123,4.21,"Zooom! Wooeeee . . . ! ""Make way!""The big city sure is a speedy, noisy place for a country truck like Blue. Everywhere Blue looks, he sees buses, police cars, taxis, vans, a street sweeper, and even the mayor's limousine. With everyone pushing to be first, soon there's a giant traffic jam! But even a wrangle-tangle is no match for Little Blue Truck, who comes to the rescue in true Blue style.
Brimming with bright colors, sounds, and city energy, this new adventure makes working together and taking turns more fun than ever.","[{'author_id': '191218', 'role': ''}, {'author_id': '246671', 'role': 'Illustrator'}]",2009.0,6399395,2022,6588092,Little Blue Truck Leads the Way,Little Blue Truck Leads the Way,0152063897,9780152063894,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
eng,1,3.48,"It's been six months since David Moore's father disappeared. After months of strange behavior--baby talk, forgetfulness--he simply vanished forever. The Public Guardians searched Franklin City, but they couldn't turn up a single clue. David is beginning to give up hope when his subrail train stops between stations at the abandoned Granite Street platform. On the other side of the glass he sees a crowd of people. In the middle is his father, waving.
When a psychic suggests that David may have the power to see into another dimension, he and his friends scour the city in search of a portal to the other side. To learn if his father is alive or dead, David will need to discover the secrets of the abandoned station.","[{'author_id': '17216', 'role': ''}]",2012.0,13553401,1,1056959,Last Stop,Last Stop,145324820X,9781453248201,https://images.gr-assets.com/books/1332200535m/13553401.jpg
en-GB,3,4.26,"At the zoo there are lots of animals to see.
There is one over there. What could it be?
I have a long trunk and ears that flop.
I'm all grey and I like to stomp.
What could I be?
I'm an ELEPHANT.
I have flippers, whiskers and shiny, smooth skin.
I like to do tricks and I like to swim.
What could I be?
I'm a SEAL.
There are 10 animals waiting to be discovered. Can you figure out ""Who is Who""?","[{'author_id': '5781435', 'role': 'Author & Illustrator'}]",2011.0,15813672,31,21539870,Who is Who at the Zoo!,Who is Who at the Zoo!,,,https://images.gr-assets.com/books/1346154347m/15813672.jpg
en-US,16,4.01,"Beginning readers are introduced to the detective mystery genre in these chapter books. Perfect for the Common Core, kids can problem-solve with Nate, using logical thinking to solve mysteries! 
Nate the Great has a new case! His friend Annie has lost a picture. She wants Nate to help her find it. Nate the Great must get all the facts, ask the right questions, and narrow the list of suspects so he can solve the mystery.
Check out the Fun Activities section in the back of the book!
Visit Nate the Great and Sludge!
NatetheGreatBooks.com
*""Marc Simont has dressed Nate the Great in Sherlock Holmes garb, and Marjorie Weinman Sharmat has perfectly reduced Sam Spade sentences to fit primary grade sleuths. Adults won't mind reading this aloud again and again. Kids will like Nate the Great. Kids will want to read more of his books."" --School Library Journal,Starred
""The illustrations capture the exaggerated, tongue-in-cheek humorof the story."" --Booklist","[{'author_id': '2394', 'role': ''}, {'author_id': '34161', 'role': 'Illustrator'}]",2002.0,511040,78,3198978,Nate the Great,Nate the Great,0385730179,9780385730174,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
eng,47,4.06,"From the author of the Tiara Club series comes a gently satirical fairy story for our times,illustrated by one of today's finest artists, Angela Barrett. When a king and a queen promise to marry their daughter Lucia to the man who can show them the most wonderful thing in the world, suitors descend on the palace bearing gifts. Roses, jewels and exotic birds; dancing girls, wind machines and mythical beasts - but nothing feels quite right. As the last suitor leaves, his weapons of mass destruction rejected, the king and queen are exhausted. But when a shy, young man, who isn't a suitor at all, steps forward, they finally understand what the most wonderful thing in the world really is. Vivian French's masterful retelling of a forgotten story is both funny and heart-warming, and Angela Barrett's breathtaking illustrations give life to an enchanting and romantic fairytale city.","[{'author_id': '32157', 'role': ''}, {'author_id': '397577', 'role': 'Illustrator'}]",2015.0,25184079,212,44891933,The Most Wonderful Thing in The World,The Most Wonderful Thing in The World,,9781406339680,https://images.gr-assets.com/books/1426890466m/25184079.jpg
eng,157,3.54,"A hilarious story that celebrates the power of books and libraries in the vein of It's a Book
It's Saturday, which means Oskar and Theodore get to go to the library with their dad! It means donuts for breakfast! And it means endless quiet hours lost in stories.
But on this not so quiet Saturday, Oskar and Teddy get a rude surprise when they're interrupted by a five-headed, hangrymonster! Will Oskar ever get to finish his book in peace? Will Teddy ever get to gorge on his donuts? Or might both of them hold the secret weapons to taming the beast?
OHora brings his signature humor and quirkiness to a story with evergreen appeal. This laugh-out-loud picture book is perfect for story time.","[{'author_id': '5073361', 'role': ''}]",2016.0,27272478,860,47325999,The Not So Quiet Library,The Not So Quiet Library,0803741405,9780803741409,https://images.gr-assets.com/books/1453060292m/27272478.jpg
eng,1,3.6,"Witches and fairies are different and, needless to say, they play different games. Witches play witches' games, like turning princes into frogs. And fairies play fairy games, like turning frogs back into princes. And, then there's Clotilda.","[{'author_id': '163749', 'role': ''}]",2006.0,7324556,8,8913931,Witches and Fairies,Witches and Fairies,1845392175,9781845392178,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
eng,1,4.0,"Martha is humble and unspoilt, despite living a life of utter luxury at Lottery Lodge with her (mostly absent) father and stepmother Penelope.
Mitch lives at the boys' orphanage, a dilapidated mansion run by Ariadne Scattypants.
Neither child has any idea about the life the other is leading.
Between Lottery Lodge and the orphanage is a dense wood and it is here that a band of wild boys live. Mitch finds himself at their mercy, but somehow manages to scrabble his way out of the woods, emerging at Martha's wonderful home.
However, here, too, things are taking a sinister turn.
Suitable for readers of 8-12","[{'author_id': '5747514', 'role': ''}]",2014.0,22628473,2,19011367,Martha and Mitch,Martha and Mitch,1500197076,9781500197070,https://images.gr-assets.com/books/1404478307m/22628473.jpg
eng,7,4.29,"Margaret McNamara tells the stories of Tinker Bell's little sisters in her charming chapter-book series, the Fairy Bell Sisters. Readers of the Disney Fairies and Rainbow Fairies series will adore these magical fairy tales.
In the second book in the series, Rosy and the Secret Friend, it's summertime, and the island cottages are taken over by the Summer People. The fairies are supposed to stay in hiding, away from the big, scary humans. But one Summer Child, Louisa, is sick and lonely. Kindhearted Rosy knows just what to do to make her feel better. Soon Rosy and Louisa are secret friends! How can Rosy keep such a big secret from her very own sisters?
Whimsical illustrations by Julia Denos make these books a magical read.","[{'author_id': '135113', 'role': ''}, {'author_id': '2116525', 'role': 'Illustrations'}]",2013.0,16065638,57,21856281,Rosy and the Secret Friend,Rosy and the Secret Friend,0062228064,9780062228062,https://images.gr-assets.com/books/1365393944m/16065638.jpg
en-US,529,3.84,"Hiding is Roo Fanshaw's special skill. Living in a frighteningly unstable family, she often needs to disappear at a moment's notice. When her parents are murdered, it's her special hiding place under the trailer that saves her life.
As it turns out, Roo, much to her surprise, has a wealthy if eccentric uncle, who has agreed to take her into his home on Cough Rock Island. Once a tuberculosis sanitarium for children of the rich, the strange house is teeming with ghost stories and secrets. Roo doesn't believe in ghosts or fairy stories, but what are those eerie noises she keeps hearing? And who is that strange wild boy who lives on the river? People are lying to her, and Roo becomes determined to find the truth.
Despite the best efforts of her uncle's assistants, Roo discovers the house's hidden room--a garden with a tragic secret.
Inspired by The Secret Garden, this tale full of unusual characters and mysterious secrets is a story that only Ellen Potter could write.","[{'author_id': '290125', 'role': ''}]",2012.0,9975313,4212,14869677,The Humming Room,The Humming Room,0312644388,9780312644383,https://images.gr-assets.com/books/1317793788m/9975313.jpg
eng,51,3.83,"Bob is a bear who feels he's very boring, especially in comparison to his lively friend Jack. But in the course of this book, Bob learns that every bear has his own way of doing things -- and there isn't a right way or a wrong way.","[{'author_id': '599370', 'role': ''}]",2009.0,4262781,163,4310256,Hello My Name Is Bob,Hello My Name Is Bob,0545052440,9780545052443,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
eng,1,4.0,"Mystery, history, and hilarious adventures are blended as three British boys try to find a statue supposedly destroyed in the sixteenth century. With a retired admiral who shares their interest in old weapons as well as in the whereabouts of the statue, they are marooned on the moors by a record-breaking blizzard. Their rescue of an eccentric old lady, who knows more than she will tell about the statue, is the exciting turning point of the mystery and a scene of real heroism. David, Peter, and Arthur, the same boys who solved the earlier mystery of Colonel Sheperton's Clock, are delightful characters, and Philip Turner, a superb storyteller, is at his entertaining best in this fine story.","[{'author_id': '1012447', 'role': ''}, {'author_id': '3229993', 'role': 'Illustrator'}]",,2836091,7,2862197,The Grange at High Force,The Grange at High Force,9997508173,9789997508171,https://images.gr-assets.com/books/1327783684m/2836091.jpg
eng,8,3.78,"Who wakes up in the morning to a cock-a-doodle-doo? Peek through the holes to see which animals are greeting the day around the farm. There are pigs oink, oink, oinking and goats bleat, bleat, bleating. Who else has been woken up by the noisy rooster?","[{'author_id': '33253', 'role': ''}]",2012.0,13557184,49,19128980,Who's in the Farmyard?,Who's in the Farmyard?,1846865743,9781846865749,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
eng,1,3.77,"Left alone to guard the family's wilderness home in eighteenth-century Maine, a boy is hard-pressed to survive until local Indians teach him their skills.","[{'author_id': '7549', 'role': ''}]",1984.0,10602971,7,1282066,The Sign of the Beaver,The Sign of the Beaver,0440800382,9780440800385,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
